0,28
1,40
2,54
3,65
4,75
5,85
6,88
7,100
8,105
9,110
10,116
12,125
14,132
15,135
16,138
18,144
20,148
22,152
24,156
25,157
26,159
28,161
30,163
32,165
34,167
35,168
36,169
38,172
40,175
41,178
42,175
43,174
44,174
45,175
46,176
47,178
48,180
49,183
50,190
50.25,200
50.5,210
62,250
